date,market_location,category,commodity,min_price,max_price,modal_price,rainfall_mm
2024-03-14,South Mandi,Grain,Rice,48.14,58.84,53.49,2.0
2024-03-15,Central Mandi,Vegetable,Tomato,28.61,34.97,31.79,0.34
2024-03-15,North Mandi,Vegetable,Tomato,24.62,30.09,27.35,2.05
2024-03-15,South Mandi,Vegetable,Tomato,45.22,55.28,50.25,0.29
2024-03-15,Central Mandi,Vegetable,Potato,24.81,30.33,27.57,0.98
2024-03-15,North Mandi,Vegetable,Potato,27.07,33.09,30.08,2.37
2024-03-15,South Mandi,Vegetable,Potato,23.44,28.66,26.05,0.01
2024-03-15,Central Mandi,Vegetable,Onion,25.54,31.22,28.38,0.8
2024-03-15,North Mandi,Vegetable,Onion,29.19,35.67,32.43,0.34
2024-03-15,South Mandi,Vegetable,Onion,20.8,25.42,23.11,0.97
2024-03-15,Central Mandi,Fruit,Apple,88.19,107.79,97.99,0.41
2024-03-15,North Mandi,Fruit,Apple,101.18,123.66,112.42,0.07
2024-03-15,South Mandi,Fruit,Apple,140.25,171.41,155.83,1.53
2024-03-15,Central Mandi,Grain,Wheat,30.64,37.44,34.04,1.16
2024-03-15,North Mandi,Grain,Wheat,28.47,34.79,31.63,0.4
2024-03-15,South Mandi,Grain,Wheat,31.48,38.48,34.98,2.89
2024-03-15,Central Mandi,Grain,Rice,43.61,53.31,48.46,1.03
2024-03-15,North Mandi,Grain,Rice,48.03,58.71,53.37,0.22
2024-03-15,South Mandi,Grain,Rice,48.96,59.84,54.4,0.54
2024-03-16,Central Mandi,Vegetable,Tomato,29.31,35.83,32.57,0.33
2024-03-16,North Mandi,Vegetable,Tomato,36.59,44.73,40.66,0.32
2024-03-16,South Mandi,Vegetable,Tomato,37.47,45.79,41.63,0.07
2024-03-16,Central Mandi,Vegetable,Potato,22.39,27.37,24.88,0.73
2024-03-16,North Mandi,Vegetable,Potato,21.79,26.63,24.21,1.34
2024-03-16,South Mandi,Vegetable,Potato,19.28,23.56,21.42,1.22
2024-03-16,Central Mandi,Vegetable,Onion,14.88,18.18,16.53,0.51
2024-03-16,North Mandi,Vegetable,Onion,21.46,26.22,23.84,0.31
2024-03-16,South Mandi,Vegetable,Onion,27.55,33.67,30.61,0.31
2024-03-16,Central Mandi,Fruit,Apple,86.44,105.64,96.04,0.34
2024-03-16,North Mandi,Fruit,Apple,116.32,142.16,129.24,0.93
2024-03-16,South Mandi,Fruit,Apple,113.75,139.03,126.39,0.08
2024-03-16,Central Mandi,Grain,Wheat,30.6,37.4,34.0,0.91
2024-03-16,North Mandi,Grain,Wheat,31.1,38.01,34.55,0.98
2024-03-16,South Mandi,Grain,Wheat,29.16,35.64,32.4,0.02
2024-03-16,Central Mandi,Grain,Rice,47.54,58.1,52.82,3.35
2024-03-16,North Mandi,Grain,Rice,47.3,57.82,52.56,1.23
2024-03-16,South Mandi,Grain,Rice,41.98,51.32,46.65,0.94
2024-03-17,Central Mandi,Vegetable,Tomato,21.71,26.53,24.12,0.91
2024-03-17,North Mandi,Vegetable,Tomato,24.02,29.36,26.69,2.01
2024-03-17,South Mandi,Vegetable,Tomato,39.73,48.55,44.14,0.23
2024-03-17,Central Mandi,Vegetable,Potato,23.8,29.1,26.45,0.89
2024-03-17,North Mandi,Vegetable,Potato,26.32,32.16,29.24,0.52
2024-03-17,South Mandi,Vegetable,Potato,26.71,32.65,29.68,0.02
2024-03-17,Central Mandi,Vegetable,Onion,17.15,20.97,19.06,0.6
2024-03-17,North Mandi,Vegetable,Onion,32.11,39.25,35.68,3.16
2024-03-17,South Mandi,Vegetable,Onion,36.24,44.3,40.27,0.21
2024-03-17,Central Mandi,Fruit,Apple,106.59,130.27,118.43,1.12
2024-03-17,North Mandi,Fruit,Apple,112.09,136.99,124.54,0.1
2024-03-17,South Mandi,Fruit,Apple,109.49,133.82,121.65,1.38
2024-03-17,Central Mandi,Grain,Wheat,31.29,38.25,34.77,0.3
2024-03-17,North Mandi,Grain,Wheat,33.04,40.38,36.71,0.57
2024-03-17,South Mandi,Grain,Wheat,34.74,42.46,38.6,1.02
2024-03-17,Central Mandi,Grain,Rice,48.75,59.59,54.17,0.28
2024-03-17,North Mandi,Grain,Rice,43.66,53.36,48.51,0.22
2024-03-17,South Mandi,Grain,Rice,45.9,56.1,51.0,2.1
2024-03-18,Central Mandi,Vegetable,Tomato,25.32,30.94,28.13,0.32
2024-03-18,North Mandi,Vegetable,Tomato,26.32,32.16,29.24,0.28
2024-03-18,South Mandi,Vegetable,Tomato,33.15,40.51,36.83,1.32
2024-03-18,Central Mandi,Vegetable,Potato,20.01,24.45,22.23,0.93
2024-03-18,North Mandi,Vegetable,Potato,20.68,25.28,22.98,3.03
2024-03-18,South Mandi,Vegetable,Potato,23.53,28.75,26.14,1.82
2024-03-18,Central Mandi,Vegetable,Onion,31.97,39.07,35.52,2.7
2024-03-18,North Mandi,Vegetable,Onion,31.59,38.61,35.1,0.79
2024-03-18,South Mandi,Vegetable,Onion,31.72,38.76,35.24,1.36
2024-03-18,Central Mandi,Fruit,Apple,90.34,110.42,100.38,1.34
2024-03-18,North Mandi,Fruit,Apple,98.8,120.76,109.78,0.46
2024-03-18,South Mandi,Fruit,Apple,113.41,138.61,126.01,2.54
2024-03-18,Central Mandi,Grain,Wheat,33.46,40.9,37.18,0.31
2024-03-18,North Mandi,Grain,Wheat,35.79,43.75,39.77,0.46
2024-03-18,South Mandi,Grain,Wheat,32.18,39.34,35.76,1.55
2024-03-18,Central Mandi,Grain,Rice,47.01,57.45,52.23,0.61
2024-03-18,North Mandi,Grain,Rice,41.5,50.72,46.11,1.22
2024-03-18,South Mandi,Grain,Rice,46.92,57.34,52.13,0.56
2024-03-19,Central Mandi,Vegetable,Tomato,55.52,67.86,61.69,2.75
2024-03-19,North Mandi,Vegetable,Tomato,25.48,31.14,28.31,0.07
2024-03-19,South Mandi,Vegetable,Tomato,27.86,34.06,30.96,0.59
2024-03-19,Central Mandi,Vegetable,Potato,25.6,31.28,28.44,0.02
2024-03-19,North Mandi,Vegetable,Potato,22.6,27.62,25.11,0.06
2024-03-19,South Mandi,Vegetable,Potato,15.65,19.13,17.39,0.68
2024-03-19,Central Mandi,Vegetable,Onion,24.67,30.15,27.41,1.06
2024-03-19,North Mandi,Vegetable,Onion,38.55,47.11,42.83,0.3
2024-03-19,South Mandi,Vegetable,Onion,26.13,31.93,29.03,0.07
2024-03-19,Central Mandi,Fruit,Apple,107.49,131.37,119.43,0.21
2024-03-19,North Mandi,Fruit,Apple,126.88,155.08,140.98,1.68
2024-03-19,South Mandi,Fruit,Apple,118.73,145.11,131.92,1.16
2024-03-19,Central Mandi,Grain,Wheat,30.93,37.81,34.37,0.37
2024-03-19,North Mandi,Grain,Wheat,30.42,37.18,33.8,0.29
2024-03-19,South Mandi,Grain,Wheat,36.85,45.03,40.94,0.44
2024-03-19,Central Mandi,Grain,Rice,48.4,59.16,53.78,0.44
2024-03-19,North Mandi,Grain,Rice,46.33,56.63,51.48,0.37
2024-03-19,South Mandi,Grain,Rice,46.7,57.08,51.89,2.45
2024-03-20,Central Mandi,Vegetable,Tomato,32.44,39.64,36.04,0.44
2024-03-20,North Mandi,Vegetable,Tomato,37.36,45.66,41.51,0.7
2024-03-20,South Mandi,Vegetable,Tomato,31.34,38.3,34.82,0.81
2024-03-20,Central Mandi,Vegetable,Potato,19.49,23.83,21.66,0.7
2024-03-20,North Mandi,Vegetable,Potato,23.92,29.24,26.58,1.13
2024-03-20,South Mandi,Vegetable,Potato,21.54,26.32,23.93,1.82
2024-03-20,Central Mandi,Vegetable,Onion,31.2,38.14,34.67,0.58
2024-03-20,North Mandi,Vegetable,Onion,32.58,39.82,36.2,0.94
2024-03-20,South Mandi,Vegetable,Onion,31.55,38.57,35.06,0.2
2024-03-20,Central Mandi,Fruit,Apple,95.93,117.25,106.59,1.18
2024-03-20,North Mandi,Fruit,Apple,105.0,128.34,116.67,0.18
2024-03-20,South Mandi,Fruit,Apple,107.19,131.01,119.1,0.0
2024-03-20,Central Mandi,Grain,Wheat,33.32,40.72,37.02,0.72
2024-03-20,North Mandi,Grain,Wheat,33.16,40.54,36.85,0.18
2024-03-20,South Mandi,Grain,Wheat,30.23,36.95,33.59,0.11
2024-03-20,Central Mandi,Grain,Rice,41.62,50.88,46.25,0.25
2024-03-20,North Mandi,Grain,Rice,51.58,63.04,57.31,0.28
2024-03-20,South Mandi,Grain,Rice,46.17,56.43,51.3,0.06
2024-03-21,Central Mandi,Vegetable,Tomato,18.89,23.09,20.99,0.25
2024-03-21,North Mandi,Vegetable,Tomato,27.94,34.14,31.04,3.22
2024-03-21,South Mandi,Vegetable,Tomato,44.83,54.79,49.81,0.54
2024-03-21,Central Mandi,Vegetable,Potato,30.07,36.75,33.41,0.56
2024-03-21,North Mandi,Vegetable,Potato,29.34,35.86,32.6,1.21
2024-03-21,South Mandi,Vegetable,Potato,23.92,29.24,26.58,0.19
2024-03-21,Central Mandi,Vegetable,Onion,9.33,11.41,10.37,2.04
2024-03-21,North Mandi,Vegetable,Onion,28.24,34.52,31.38,1.0
2024-03-21,South Mandi,Vegetable,Onion,20.91,25.55,23.23,0.93
2024-03-21,Central Mandi,Fruit,Apple,114.06,139.4,126.73,0.12
2024-03-21,North Mandi,Fruit,Apple,96.49,117.93,107.21,1.18
2024-03-21,South Mandi,Fruit,Apple,105.17,128.55,116.86,0.23
2024-03-21,Central Mandi,Grain,Wheat,33.07,40.41,36.74,0.23
2024-03-21,North Mandi,Grain,Wheat,31.14,38.06,34.6,0.71
2024-03-21,South Mandi,Grain,Wheat,31.1,38.02,34.56,1.57
2024-03-21,Central Mandi,Grain,Rice,44.87,54.85,49.86,0.07
2024-03-21,North Mandi,Grain,Rice,52.16,63.76,57.96,0.99
2024-03-21,South Mandi,Grain,Rice,42.1,51.46,46.78,1.17
2024-03-22,Central Mandi,Vegetable,Tomato,36.94,45.16,41.05,1.81
2024-03-22,North Mandi,Vegetable,Tomato,52.9,64.66,58.78,1.72
2024-03-22,South Mandi,Vegetable,Tomato,33.21,40.59,36.9,0.41
2024-03-22,Central Mandi,Vegetable,Potato,27.04,33.06,30.05,1.57
2024-03-22,North Mandi,Vegetable,Potato,17.93,21.91,19.92,1.93
2024-03-22,South Mandi,Vegetable,Potato,21.96,26.84,24.4,2.14
2024-03-22,Central Mandi,Vegetable,Onion,22.41,27.39,24.9,0.49
2024-03-22,North Mandi,Vegetable,Onion,27.81,33.99,30.9,1.63
2024-03-22,South Mandi,Vegetable,Onion,27.82,34.0,30.91,0.07
2024-03-22,Central Mandi,Fruit,Apple,113.73,139.01,126.37,2.1
2024-03-22,North Mandi,Fruit,Apple,128.08,156.54,142.31,3.44
2024-03-22,South Mandi,Fruit,Apple,72.06,88.08,80.07,0.07
2024-03-22,Central Mandi,Grain,Wheat,30.45,37.21,33.83,0.47
2024-03-22,North Mandi,Grain,Wheat,32.03,39.15,35.59,1.63
2024-03-22,South Mandi,Grain,Wheat,28.14,34.4,31.27,0.25
2024-03-22,Central Mandi,Grain,Rice,46.71,57.09,51.9,0.43
2024-03-22,North Mandi,Grain,Rice,43.35,52.99,48.17,0.46
2024-03-22,South Mandi,Grain,Rice,44.56,54.46,49.51,0.62
2024-03-23,Central Mandi,Vegetable,Tomato,43.55,53.23,48.39,1.23
2024-03-23,North Mandi,Vegetable,Tomato,47.52,58.08,52.8,0.01
2024-03-23,South Mandi,Vegetable,Tomato,40.84,49.92,45.38,0.66
2024-03-23,Central Mandi,Vegetable,Potato,18.4,22.5,20.45,0.01
2024-03-23,North Mandi,Vegetable,Potato,24.72,30.22,27.47,0.8
2024-03-23,South Mandi,Vegetable,Potato,24.91,30.45,27.68,0.07
2024-03-23,Central Mandi,Vegetable,Onion,31.55,38.57,35.06,1.52
2024-03-23,North Mandi,Vegetable,Onion,38.74,47.34,43.04,1.39
2024-03-23,South Mandi,Vegetable,Onion,28.75,35.13,31.94,0.15
2024-03-23,Central Mandi,Fruit,Apple,137.99,168.65,153.32,1.11
2024-03-23,North Mandi,Fruit,Apple,137.78,168.4,153.09,0.19
2024-03-23,South Mandi,Fruit,Apple,125.08,152.88,138.98,0.22
2024-03-23,Central Mandi,Grain,Wheat,32.25,39.41,35.83,2.39
2024-03-23,North Mandi,Grain,Wheat,32.46,39.68,36.07,1.42
2024-03-23,South Mandi,Grain,Wheat,34.76,42.48,38.62,2.2
2024-03-23,Central Mandi,Grain,Rice,47.97,58.63,53.3,0.86
2024-03-23,North Mandi,Grain,Rice,42.27,51.67,46.97,0.64
2024-03-23,South Mandi,Grain,Rice,46.19,56.45,51.32,1.26
2024-03-24,Central Mandi,Vegetable,Tomato,24.63,30.11,27.37,0.38
2024-03-24,North Mandi,Vegetable,Tomato,26.73,32.67,29.7,0.28
2024-03-24,South Mandi,Vegetable,Tomato,29.96,36.62,33.29,2.38
2024-03-24,Central Mandi,Vegetable,Potato,17.5,21.4,19.45,0.71
2024-03-24,North Mandi,Vegetable,Potato,19.39,23.69,21.54,1.73
2024-03-24,South Mandi,Vegetable,Potato,28.06,34.3,31.18,1.08
2024-03-24,Central Mandi,Vegetable,Onion,23.5,28.72,26.11,1.18
2024-03-24,North Mandi,Vegetable,Onion,34.31,41.93,38.12,0.31
2024-03-24,South Mandi,Vegetable,Onion,29.39,35.93,32.66,0.39
2024-03-24,Central Mandi,Fruit,Apple,122.49,149.71,136.1,0.31
2024-03-24,North Mandi,Fruit,Apple,123.27,150.67,136.97,0.25
2024-03-24,South Mandi,Fruit,Apple,95.51,116.73,106.12,0.9
2024-03-24,Central Mandi,Grain,Wheat,33.18,40.56,36.87,1.69
2024-03-24,North Mandi,Grain,Wheat,29.42,35.96,32.69,1.51
2024-03-24,South Mandi,Grain,Wheat,30.26,36.98,33.62,0.09
2024-03-24,Central Mandi,Grain,Rice,46.68,57.06,51.87,1.2
2024-03-24,North Mandi,Grain,Rice,42.28,51.68,46.98,0.03
2024-03-24,South Mandi,Grain,Rice,39.73,48.55,44.14,0.3
2024-03-25,Central Mandi,Vegetable,Tomato,37.53,45.87,41.7,0.04
2024-03-25,North Mandi,Vegetable,Tomato,16.95,20.71,18.83,1.1
2024-03-25,South Mandi,Vegetable,Tomato,41.28,50.46,45.87,2.19
2024-03-25,Central Mandi,Vegetable,Potato,21.45,26.21,23.83,0.39
2024-03-25,North Mandi,Vegetable,Potato,23.73,29.01,26.37,0.29
2024-03-25,South Mandi,Vegetable,Potato,23.72,28.99,26.35,0.86
2024-03-25,Central Mandi,Vegetable,Onion,33.75,41.25,37.5,1.95
2024-03-25,North Mandi,Vegetable,Onion,33.08,40.43,36.75,6.04
2024-03-25,South Mandi,Vegetable,Onion,20.81,25.43,23.12,0.02
2024-03-25,Central Mandi,Fruit,Apple,108.14,132.18,120.16,0.45
2024-03-25,North Mandi,Fruit,Apple,118.54,144.88,131.71,0.38
2024-03-25,South Mandi,Fruit,Apple,138.36,169.1,153.73,1.06
2024-03-25,Central Mandi,Grain,Wheat,32.75,40.03,36.39,1.44
2024-03-25,North Mandi,Grain,Wheat,33.89,41.43,37.66,0.04
2024-03-25,South Mandi,Grain,Wheat,32.27,39.45,35.86,0.83
2024-03-25,Central Mandi,Grain,Rice,48.03,58.71,53.37,0.98
2024-03-25,North Mandi,Grain,Rice,45.75,55.91,50.83,0.87
2024-03-25,South Mandi,Grain,Rice,48.24,58.96,53.6,4.68
2024-03-26,Central Mandi,Vegetable,Tomato,30.07,36.75,33.41,1.23
2024-03-26,North Mandi,Vegetable,Tomato,50.68,61.94,56.31,0.49
2024-03-26,South Mandi,Vegetable,Tomato,39.38,48.14,43.76,2.63
2024-03-26,Central Mandi,Vegetable,Potato,17.7,21.64,19.67,2.65
2024-03-26,North Mandi,Vegetable,Potato,23.84,29.14,26.49,0.24
2024-03-26,South Mandi,Vegetable,Potato,15.43,18.85,17.14,5.43
2024-03-26,Central Mandi,Vegetable,Onion,32.71,39.97,36.34,0.9
2024-03-26,North Mandi,Vegetable,Onion,34.51,42.17,38.34,0.05
2024-03-26,South Mandi,Vegetable,Onion,42.3,51.7,47.0,1.13
2024-03-26,Central Mandi,Fruit,Apple,103.44,126.42,114.93,0.47
2024-03-26,North Mandi,Fruit,Apple,147.93,180.81,164.37,1.19
2024-03-26,South Mandi,Fruit,Apple,112.66,137.7,125.18,1.05
2024-03-26,Central Mandi,Grain,Wheat,30.26,36.98,33.62,1.01
2024-03-26,North Mandi,Grain,Wheat,30.71,37.53,34.12,0.91
2024-03-26,South Mandi,Grain,Wheat,32.57,39.81,36.19,0.61
2024-03-26,Central Mandi,Grain,Rice,42.72,52.22,47.47,1.1
2024-03-26,North Mandi,Grain,Rice,44.1,53.9,49.0,0.02
2024-03-26,South Mandi,Grain,Rice,46.06,56.3,51.18,1.51
2024-03-27,Central Mandi,Vegetable,Tomato,50.7,61.96,56.33,1.82
2024-03-27,North Mandi,Vegetable,Tomato,43.12,52.7,47.91,1.62
2024-03-27,South Mandi,Vegetable,Tomato,34.28,41.9,38.09,0.67
2024-03-27,Central Mandi,Vegetable,Potato,24.55,30.01,27.28,0.51
2024-03-27,North Mandi,Vegetable,Potato,23.4,28.6,26.0,0.32
2024-03-27,South Mandi,Vegetable,Potato,18.58,22.72,20.65,2.54
2024-03-27,Central Mandi,Vegetable,Onion,40.81,49.87,45.34,0.44
2024-03-27,North Mandi,Vegetable,Onion,39.46,48.22,43.84,0.05
2024-03-27,South Mandi,Vegetable,Onion,27.6,33.74,30.67,0.09
2024-03-27,Central Mandi,Fruit,Apple,104.45,127.67,116.06,0.93
2024-03-27,North Mandi,Fruit,Apple,92.33,112.85,102.59,1.99
2024-03-27,South Mandi,Fruit,Apple,123.9,151.44,137.67,2.17
2024-03-27,Central Mandi,Grain,Wheat,32.66,39.92,36.29,0.34
2024-03-27,North Mandi,Grain,Wheat,30.19,36.9,33.55,1.62
2024-03-27,South Mandi,Grain,Wheat,32.28,39.46,35.87,3.63
2024-03-27,Central Mandi,Grain,Rice,47.27,57.77,52.52,0.63
2024-03-27,North Mandi,Grain,Rice,43.94,53.7,48.82,3.7
2024-03-27,South Mandi,Grain,Rice,44.62,54.54,49.58,1.7
2024-03-28,Central Mandi,Vegetable,Tomato,31.54,38.54,35.04,0.07
2024-03-28,North Mandi,Vegetable,Tomato,25.7,31.42,28.56,0.24
2024-03-28,South Mandi,Vegetable,Tomato,31.87,38.95,35.41,0.31
2024-03-28,Central Mandi,Vegetable,Potato,16.94,20.7,18.82,0.11
2024-03-28,North Mandi,Vegetable,Potato,21.91,26.77,24.34,3.61
2024-03-28,South Mandi,Vegetable,Potato,21.76,26.6,24.18,1.42
2024-03-28,Central Mandi,Vegetable,Onion,27.71,33.87,30.79,0.33
2024-03-28,North Mandi,Vegetable,Onion,31.72,38.78,35.25,1.6
2024-03-28,South Mandi,Vegetable,Onion,19.48,23.82,21.65,0.26
2024-03-28,Central Mandi,Fruit,Apple,93.75,114.59,104.17,0.14
2024-03-28,North Mandi,Fruit,Apple,98.74,120.68,109.71,1.12
2024-03-28,South Mandi,Fruit,Apple,89.17,108.99,99.08,0.06
2024-03-28,Central Mandi,Grain,Wheat,32.59,39.83,36.21,0.16
2024-03-28,North Mandi,Grain,Wheat,30.54,37.32,33.93,0.42
2024-03-28,South Mandi,Grain,Wheat,31.47,38.47,34.97,0.36
2024-03-28,Central Mandi,Grain,Rice,42.79,52.29,47.54,0.83
2024-03-28,North Mandi,Grain,Rice,44.11,53.91,49.01,0.87
2024-03-28,South Mandi,Grain,Rice,45.87,56.07,50.97,0.7
2024-03-29,Central Mandi,Vegetable,Tomato,37.56,45.9,41.73,0.32
2024-03-29,North Mandi,Vegetable,Tomato,22.97,28.07,25.52,0.67
2024-03-29,South Mandi,Vegetable,Tomato,32.91,40.23,36.57,0.37
2024-03-29,Central Mandi,Vegetable,Potato,19.66,24.02,21.84,1.73
2024-03-29,North Mandi,Vegetable,Potato,22.13,27.05,24.59,0.61
2024-03-29,South Mandi,Vegetable,Potato,20.33,24.85,22.59,1.29
2024-03-29,Central Mandi,Vegetable,Onion,41.45,50.67,46.06,1.5
2024-03-29,North Mandi,Vegetable,Onion,34.16,41.76,37.96,1.98
2024-03-29,South Mandi,Vegetable,Onion,31.12,38.04,34.58,1.83
2024-03-29,Central Mandi,Fruit,Apple,78.21,95.59,86.9,4.55
2024-03-29,North Mandi,Fruit,Apple,107.5,131.38,119.44,0.22
2024-03-29,South Mandi,Fruit,Apple,127.77,156.17,141.97,0.67
2024-03-29,Central Mandi,Grain,Wheat,31.46,38.46,34.96,0.66
2024-03-29,North Mandi,Grain,Wheat,34.73,42.45,38.59,1.82
2024-03-29,South Mandi,Grain,Wheat,33.26,40.66,36.96,0.52
2024-03-29,Central Mandi,Grain,Rice,44.05,53.83,48.94,0.4
2024-03-29,North Mandi,Grain,Rice,49.23,60.17,54.7,0.13
2024-03-29,South Mandi,Grain,Rice,44.28,54.12,49.2,0.22
2024-03-30,Central Mandi,Vegetable,Tomato,54.38,66.46,60.42,0.67
2024-03-30,North Mandi,Vegetable,Tomato,51.4,62.82,57.11,1.03
2024-03-30,South Mandi,Vegetable,Tomato,36.98,45.2,41.09,0.47
2024-03-30,Central Mandi,Vegetable,Potato,17.14,20.94,19.04,1.08
2024-03-30,North Mandi,Vegetable,Potato,23.3,28.48,25.89,0.2
2024-03-30,South Mandi,Vegetable,Potato,18.58,22.7,20.64,0.33
2024-03-30,Central Mandi,Vegetable,Onion,23.9,29.22,26.56,1.75
2024-03-30,North Mandi,Vegetable,Onion,24.27,29.67,26.97,0.34
2024-03-30,South Mandi,Vegetable,Onion,20.21,24.71,22.46,0.47
2024-03-30,Central Mandi,Fruit,Apple,116.61,142.53,129.57,1.6
2024-03-30,North Mandi,Fruit,Apple,99.65,121.79,110.72,0.81
2024-03-30,South Mandi,Fruit,Apple,108.52,132.64,120.58,1.87
2024-03-30,Central Mandi,Grain,Wheat,30.64,37.46,34.05,1.12
2024-03-30,North Mandi,Grain,Wheat,32.39,39.59,35.99,0.25
2024-03-30,South Mandi,Grain,Wheat,32.26,39.44,35.85,0.29
2024-03-30,Central Mandi,Grain,Rice,44.2,54.02,49.11,0.31
2024-03-30,North Mandi,Grain,Rice,46.57,56.91,51.74,1.39
2024-03-30,South Mandi,Grain,Rice,48.33,59.07,53.7,0.16
2024-03-31,Central Mandi,Vegetable,Tomato,11.22,13.72,12.47,0.1
2024-03-31,North Mandi,Vegetable,Tomato,27.5,33.61,30.55,0.67
2024-03-31,South Mandi,Vegetable,Tomato,23.66,28.92,26.29,0.27
2024-03-31,Central Mandi,Vegetable,Potato,20.31,24.83,22.57,2.39
2024-03-31,North Mandi,Vegetable,Potato,14.57,17.81,16.19,1.43
2024-03-31,South Mandi,Vegetable,Potato,14.88,18.18,16.53,0.17
2024-03-31,Central Mandi,Vegetable,Onion,8.42,10.3,9.36,0.91
2024-03-31,North Mandi,Vegetable,Onion,25.22,30.82,28.02,7.72
2024-03-31,South Mandi,Vegetable,Onion,24.5,29.94,27.22,1.76
2024-03-31,Central Mandi,Fruit,Apple,137.51,168.07,152.79,0.19
2024-03-31,North Mandi,Fruit,Apple,115.13,140.71,127.92,0.95
2024-03-31,South Mandi,Fruit,Apple,74.37,90.89,82.63,2.41
2024-03-31,Central Mandi,Grain,Wheat,32.42,39.62,36.02,0.05
2024-03-31,North Mandi,Grain,Wheat,38.57,47.15,42.86,0.04
2024-03-31,South Mandi,Grain,Wheat,27.91,34.11,31.01,1.83
2024-03-31,Central Mandi,Grain,Rice,49.67,60.71,55.19,0.18
2024-03-31,North Mandi,Grain,Rice,44.9,54.88,49.89,0.27
2024-03-31,South Mandi,Grain,Rice,43.86,53.6,48.73,0.05
2024-04-01,Central Mandi,Vegetable,Tomato,26.78,32.72,29.75,0.94
2024-04-01,North Mandi,Vegetable,Tomato,36.43,44.53,40.48,0.33
2024-04-01,South Mandi,Vegetable,Tomato,28.49,34.83,31.66,1.62
2024-04-01,Central Mandi,Vegetable,Potato,17.87,21.85,19.86,0.5
2024-04-01,North Mandi,Vegetable,Potato,20.11,24.57,22.34,1.48
2024-04-01,South Mandi,Vegetable,Potato,23.21,28.37,25.79,0.27
2024-04-01,Central Mandi,Vegetable,Onion,32.54,39.78,36.16,2.65
2024-04-01,North Mandi,Vegetable,Onion,40.72,49.78,45.25,0.49
2024-04-01,South Mandi,Vegetable,Onion,28.22,34.49,31.35,1.49
2024-04-01,Central Mandi,Fruit,Apple,132.83,162.35,147.59,0.27
2024-04-01,North Mandi,Fruit,Apple,106.27,129.89,118.08,3.26
2024-04-01,South Mandi,Fruit,Apple,108.43,132.53,120.48,1.1
2024-04-01,Central Mandi,Grain,Wheat,30.53,37.31,33.92,0.95
2024-04-01,North Mandi,Grain,Wheat,31.15,38.07,34.61,1.13
2024-04-01,South Mandi,Grain,Wheat,32.48,39.7,36.09,2.94
2024-04-01,Central Mandi,Grain,Rice,42.76,52.26,47.51,2.16
2024-04-01,North Mandi,Grain,Rice,41.43,50.63,46.03,0.33
2024-04-01,South Mandi,Grain,Rice,46.67,57.05,51.86,3.31
2024-04-02,Central Mandi,Vegetable,Tomato,42.72,52.22,47.47,4.62
2024-04-02,North Mandi,Vegetable,Tomato,48.78,59.62,54.2,0.37
2024-04-02,South Mandi,Vegetable,Tomato,26.38,32.24,29.31,0.58
2024-04-02,Central Mandi,Vegetable,Potato,21.1,25.78,23.44,0.3
2024-04-02,North Mandi,Vegetable,Potato,25.73,31.45,28.59,2.74
2024-04-02,South Mandi,Vegetable,Potato,20.23,24.73,22.48,0.21
2024-04-02,Central Mandi,Vegetable,Onion,31.99,39.09,35.54,0.06
2024-04-02,North Mandi,Vegetable,Onion,26.01,31.79,28.9,0.1
2024-04-02,South Mandi,Vegetable,Onion,29.72,36.32,33.02,0.16
2024-04-02,Central Mandi,Fruit,Apple,89.14,108.94,99.04,3.44
2024-04-02,North Mandi,Fruit,Apple,111.04,135.72,123.38,0.28
2024-04-02,South Mandi,Fruit,Apple,55.7,68.08,61.89,0.64
2024-04-02,Central Mandi,Grain,Wheat,32.95,40.27,36.61,1.4
2024-04-02,North Mandi,Grain,Wheat,32.13,39.27,35.7,0.86
2024-04-02,South Mandi,Grain,Wheat,29.0,35.44,32.22,0.51
2024-04-02,Central Mandi,Grain,Rice,48.71,59.53,54.12,2.16
2024-04-02,North Mandi,Grain,Rice,46.89,57.31,52.1,0.32
2024-04-02,South Mandi,Grain,Rice,40.82,49.9,45.36,0.21
2024-04-03,Central Mandi,Vegetable,Tomato,27.18,33.22,30.2,0.56
2024-04-03,North Mandi,Vegetable,Tomato,21.59,26.39,23.99,1.78
2024-04-03,South Mandi,Vegetable,Tomato,36.72,44.88,40.8,0.76
2024-04-03,Central Mandi,Vegetable,Potato,19.87,24.29,22.08,0.34
2024-04-03,North Mandi,Vegetable,Potato,15.09,18.45,16.77,0.91
2024-04-03,South Mandi,Vegetable,Potato,21.7,26.52,24.11,0.57
2024-04-03,Central Mandi,Vegetable,Onion,33.98,41.53,37.75,0.42
2024-04-03,North Mandi,Vegetable,Onion,28.25,34.53,31.39,1.32
2024-04-03,South Mandi,Vegetable,Onion,31.44,38.42,34.93,1.72
2024-04-03,Central Mandi,Fruit,Apple,113.16,138.3,125.73,0.84
2024-04-03,North Mandi,Fruit,Apple,122.72,149.99,136.35,0.51
2024-04-03,South Mandi,Fruit,Apple,114.71,140.21,127.46,0.4
2024-04-03,Central Mandi,Grain,Wheat,30.51,37.29,33.9,0.86
2024-04-03,North Mandi,Grain,Wheat,30.88,37.74,34.31,0.62
2024-04-03,South Mandi,Grain,Wheat,33.39,40.81,37.1,0.03
2024-04-03,Central Mandi,Grain,Rice,45.51,55.63,50.57,1.08
