date,market_location,category,commodity,min_price,max_price,modal_price,rainfall_mm,year,month,day_of_week,day_of_month,is_weekend,price_lag_1,price_lag_3,price_lag_7,price_lag_14,rolling_mean_7,rolling_std_7,rolling_mean_30,price_spread
2026-02-27,North Mandi,Vegetable,Onion,29.19,35.67,32.43,1.66,2026,2,4,27,0,30.1,39.62,30.96,39.78,31.734285714285715,6.567667919799372,31.220333333333333,6.48
2026-02-28,North Mandi,Vegetable,Onion,20.55,25.11,22.83,1.61,2026,2,5,28,1,32.43,19.34,35.45,19.19,31.944285714285716,6.562283284403517,31.340666666666667,4.559999999999999
2026-03-01,North Mandi,Vegetable,Onion,29.67,36.27,32.97,1.19,2026,3,6,1,1,22.83,30.1,36.56,23.96,30.141428571428573,7.146205120135271,31.025,6.600000000000001
2026-03-02,North Mandi,Vegetable,Onion,33.62,41.09,37.35,1.7,2026,3,0,2,0,32.97,32.43,30.11,30.05,29.628571428571426,6.725214813350889,30.799333333333333,7.470000000000006
2026-03-03,North Mandi,Vegetable,Onion,43.15,52.73,47.94,0.25,2026,3,1,3,0,37.35,22.83,39.62,30.35,30.662857142857145,7.340203708085383,30.904333333333334,9.579999999999998
2026-03-04,North Mandi,Vegetable,Onion,31.46,38.46,34.96,0.42,2026,3,2,4,0,47.94,32.97,19.34,34.76,31.851428571428574,9.413216645708708,31.271,7.0
2026-03-05,North Mandi,Vegetable,Onion,28.48,34.8,31.64,0.03,2026,3,3,5,0,34.96,37.35,30.1,23.5,34.082857142857144,7.636800626540125,31.583000000000002,6.319999999999997
2026-03-06,North Mandi,Vegetable,Onion,30.59,37.39,33.99,1.06,2026,3,4,6,0,31.64,47.94,32.43,30.96,34.30285714285714,7.524293353942967,31.461333333333336,6.800000000000001
2026-03-07,North Mandi,Vegetable,Onion,31.45,38.43,34.94,0.34,2026,3,5,7,1,33.99,34.96,22.83,35.45,34.52571428571429,7.482563859050033,31.316333333333333,6.98
2026-03-08,North Mandi,Vegetable,Onion,26.14,31.96,29.05,0.37,2026,3,6,8,1,34.94,31.64,32.97,36.56,36.25571428571429,5.452280431595724,31.671,5.82
2026-03-09,North Mandi,Vegetable,Onion,28.9,35.32,32.11,0.79,2026,3,0,9,0,29.05,33.99,37.35,30.11,35.69571428571428,6.017964376605682,31.821666666666665,6.420000000000002
2026-03-10,North Mandi,Vegetable,Onion,27.16,33.2,30.18,1.2,2026,3,1,10,0,32.11,34.94,47.94,39.62,34.94714285714286,6.103189642270967,31.583333333333332,6.040000000000003
2026-03-11,North Mandi,Vegetable,Onion,33.82,41.34,37.58,0.19,2026,3,2,11,0,30.18,29.05,34.96,19.34,32.410000000000004,2.321823995626403,31.758,7.520000000000003
2026-03-12,North Mandi,Vegetable,Onion,19.32,23.62,21.47,0.79,2026,3,3,12,0,37.58,32.11,31.64,30.1,32.784285714285716,2.9323190887239945,31.665666666666667,4.300000000000001
2026-03-13,North Mandi,Vegetable,Onion,18.92,23.12,21.02,0.13,2026,3,4,13,0,21.47,30.18,33.99,32.43,31.33142857142857,5.220457925544546,31.367333333333338,4.199999999999999
2026-03-14,North Mandi,Vegetable,Onion,19.9,24.32,22.11,1.65,2026,3,5,14,1,21.02,37.58,34.94,22.83,29.478571428571428,6.307998701573071,31.404333333333334,4.420000000000002
2026-03-15,North Mandi,Vegetable,Onion,29.34,35.86,32.6,2.39,2026,3,6,15,1,22.11,21.47,29.05,32.97,27.645714285714284,6.3205771285615375,30.87666666666667,6.52
2026-03-16,North Mandi,Vegetable,Onion,44.6,54.52,49.56,0.89,2026,3,0,16,0,32.6,21.02,32.11,37.35,28.15285714285714,6.588762438894761,30.637333333333334,9.920000000000002
2026-03-17,North Mandi,Vegetable,Onion,31.34,38.3,34.82,1.06,2026,3,1,17,0,49.56,22.11,30.18,47.94,30.645714285714284,10.484728349911052,31.64966666666667,6.959999999999997
2026-03-18,North Mandi,Vegetable,Onion,27.4,33.5,30.45,0.28,2026,3,2,18,0,34.82,32.6,37.58,34.96,31.30857142857143,10.596456056266211,32.01166666666666,6.100000000000001
2026-03-19,North Mandi,Vegetable,Onion,26.44,32.32,29.38,0.26,2026,3,3,19,0,30.45,49.56,21.47,31.64,30.29,10.229477014979794,32.025,5.879999999999999
2026-03-20,North Mandi,Vegetable,Onion,29.03,35.49,32.26,0.23,2026,3,4,20,0,29.38,34.82,21.02,33.99,31.419999999999998,9.50395180964213,31.992666666666665,6.460000000000001
2026-03-21,North Mandi,Vegetable,Onion,26.36,32.22,29.29,1.28,2026,3,5,21,1,32.26,30.45,22.11,34.94,33.02571428571429,8.331146093911396,31.909333333333333,5.859999999999999
2026-03-22,North Mandi,Vegetable,Onion,24.96,30.5,27.73,0.49,2026,3,6,22,1,29.29,29.38,32.6,29.05,34.05142857142857,7.116718411766817,32.102333333333334,5.539999999999999
2026-03-23,North Mandi,Vegetable,Onion,29.66,36.26,32.96,5.3,2026,3,0,23,0,27.73,32.26,49.56,32.11,33.355714285714285,7.509458163194051,31.994666666666664,6.599999999999998
2026-03-24,North Mandi,Vegetable,Onion,26.21,32.03,29.12,0.81,2026,3,1,24,0,32.96,29.29,34.82,30.18,30.984285714285715,2.4685951277521787,31.91166666666667,5.82
2026-03-25,North Mandi,Vegetable,Onion,28.95,35.39,32.17,0.09,2026,3,2,25,0,29.12,27.73,30.45,37.58,30.169999999999998,1.8567534390255584,31.663666666666664,6.440000000000001
2026-03-26,North Mandi,Vegetable,Onion,32.29,39.47,35.88,0.1,2026,3,3,26,0,32.17,32.96,29.38,21.47,30.41571428571429,2.007659143902455,31.73233333333333,7.18
2026-03-27,North Mandi,Vegetable,Onion,28.31,34.61,31.46,2.11,2026,3,4,27,0,35.88,29.12,32.26,21.02,31.344285714285718,2.7968485666481455,31.607666666666663,6.300000000000001
2026-03-28,North Mandi,Vegetable,Onion,28.23,34.51,31.37,0.42,2026,3,5,28,1,31.46,32.17,29.29,22.11,31.23,2.7694042680691973,32.01166666666667,6.279999999999998
2026-03-29,North Mandi,Vegetable,Onion,25.38,31.02,28.2,0.14,2026,3,6,29,1,31.37,35.88,27.73,32.6,31.527142857142856,2.63487959424911,32.054,5.640000000000001
2026-03-30,North Mandi,Vegetable,Onion,14.13,17.27,15.7,3.56,2026,3,0,30,0,28.2,31.46,32.96,49.56,31.594285714285718,2.5257200764854733,31.913000000000004,3.139999999999999
2026-03-31,North Mandi,Vegetable,Onion,19.88,24.3,22.09,4.45,2026,3,1,31,0,15.7,31.37,29.12,34.82,29.12857142857143,6.409374458742514,31.675333333333334,4.420000000000002
2026-04-01,North Mandi,Vegetable,Onion,22.21,27.15,24.68,0.67,2026,4,2,1,0,22.09,28.2,32.17,30.45,28.124285714285715,6.939761900677515,31.312666666666665,4.939999999999998
2026-04-02,North Mandi,Vegetable,Onion,33.13,40.49,36.81,2.73,2026,4,3,2,0,24.68,15.7,35.88,29.38,27.054285714285715,6.787768060128102,30.89033333333333,7.359999999999999
2026-04-03,North Mandi,Vegetable,Onion,39.12,47.82,43.47,0.99,2026,4,4,3,0,36.81,22.09,31.46,32.26,27.187142857142856,6.995235793704439,30.519333333333336,8.700000000000003
2026-04-04,North Mandi,Vegetable,Onion,41.93,51.25,46.59,0.26,2026,4,5,4,1,43.47,24.68,31.37,29.29,28.902857142857147,9.308314767428298,30.803,9.32
2026-04-05,North Mandi,Vegetable,Onion,23.1,28.24,25.67,1.24,2026,4,6,5,1,46.59,36.81,28.2,27.73,31.07714285714286,11.50017349765604,31.301333333333332,5.139999999999997
2026-04-06,North Mandi,Vegetable,Onion,35.51,43.41,39.46,0.84,2026,4,0,6,0,25.67,43.47,15.7,32.96,30.715714285714284,11.644517819046659,31.024,7.899999999999999
2026-04-07,North Mandi,Vegetable,Onion,20.66,25.26,22.96,0.45,2026,4,1,7,0,39.46,46.59,22.09,29.12,34.11,9.865017317099168,31.174666666666667,4.600000000000001
2026-04-08,North Mandi,Vegetable,Onion,26.99,32.99,29.99,1.51,2026,4,2,8,0,22.96,25.67,24.68,32.17,34.23428571428572,9.692311140181944,30.971666666666668,6.0000000000000036
2026-04-09,North Mandi,Vegetable,Onion,37.12,45.38,41.25,1.14,2026,4,3,9,0,29.99,39.46,36.81,35.88,34.99285714285714,9.003211860748563,30.901,8.260000000000005
2026-04-10,North Mandi,Vegetable,Onion,14.23,17.39,15.81,1.53,2026,4,4,10,0,41.25,22.96,43.47,31.46,35.62714285714286,9.303946679206817,31.27,3.16
2026-04-11,North Mandi,Vegetable,Onion,26.44,32.32,29.38,1.49,2026,4,5,11,1,15.81,29.99,46.59,31.37,31.675714285714285,11.11525057018937,30.544333333333334,5.879999999999999
2026-04-12,North Mandi,Vegetable,Onion,25.96,31.72,28.84,1.93,2026,4,6,12,1,29.38,41.25,25.67,28.2,29.217142857142854,8.961167547229755,30.808,5.759999999999998
2026-04-13,North Mandi,Vegetable,Onion,17.35,21.21,19.28,1.15,2026,4,0,13,0,28.84,15.81,39.46,15.7,29.669999999999998,8.83119093516459,31.068666666666665,3.8599999999999994
2026-04-14,North Mandi,Vegetable,Onion,30.7,37.52,34.11,0.19,2026,4,1,14,0,19.28,29.38,22.96,22.09,26.787142857142857,8.385220558191884,30.974333333333334,6.820000000000004
2026-04-15,North Mandi,Vegetable,Onion,24.35,29.77,27.06,1.54,2026,4,2,15,0,34.11,28.84,29.99,24.68,28.38,8.593489783939154,31.02466666666667,5.419999999999998
2026-04-16,North Mandi,Vegetable,Onion,36.26,44.32,40.29,0.9,2026,4,3,16,0,27.06,19.28,41.25,36.81,27.961428571428574,8.573333518477371,30.27466666666667,8.060000000000002
2026-04-17,North Mandi,Vegetable,Onion,23.99,29.33,26.66,0.98,2026,4,4,17,0,40.29,34.11,15.81,43.47,27.824285714285715,8.329547521009882,30.457,5.34
2026-04-18,North Mandi,Vegetable,Onion,35.99,43.99,39.99,2.64,2026,4,5,18,1,26.66,27.06,29.38,46.59,29.374285714285715,6.5381339262893015,30.33066666666667,8.0
2026-04-19,North Mandi,Vegetable,Onion,25.44,31.1,28.27,0.6,2026,4,6,19,1,39.99,40.29,28.84,25.67,30.890000000000004,7.6713188783502675,30.68433333333333,5.66
2026-04-20,North Mandi,Vegetable,Onion,22.4,27.38,24.89,0.02,2026,4,0,20,0,28.27,26.66,19.28,39.46,30.808571428571433,7.699678410105678,30.551333333333336,4.98
2026-04-21,North Mandi,Vegetable,Onion,28.41,34.73,31.57,0.6,2026,4,1,21,0,24.89,39.99,34.11,22.96,31.610000000000003,6.497894530794817,30.40466666666667,6.319999999999997
2026-04-22,North Mandi,Vegetable,Onion,26.44,32.32,29.38,2.35,2026,4,2,22,0,31.57,28.27,27.06,29.99,31.247142857142855,6.405280931350606,30.532666666666668,5.879999999999999
2026-04-23,North Mandi,Vegetable,Onion,22.61,27.63,25.12,0.23,2026,4,3,23,0,29.38,24.89,40.29,41.25,31.57857142857143,6.209547564225659,30.413333333333334,5.02
2026-04-24,North Mandi,Vegetable,Onion,17.01,20.79,18.9,0.39,2026,4,4,24,0,25.12,31.57,26.66,15.81,29.41142857142857,5.232900497720891,30.279999999999998,3.7799999999999976
2026-04-25,North Mandi,Vegetable,Onion,28.55,34.89,31.72,1.14,2026,4,5,25,1,18.9,29.38,39.99,29.38,28.302857142857142,6.5652715462645155,29.83766666666667,6.34
2026-04-26,North Mandi,Vegetable,Onion,9.34,11.42,10.38,0.11,2026,4,6,26,1,31.72,25.12,28.27,28.84,27.12142857142857,4.544848470416548,29.699,2.08
2026-04-27,North Mandi,Vegetable,Onion,21.61,26.41,24.01,1.63,2026,4,0,27,0,10.38,18.9,24.89,19.28,24.565714285714282,7.715443078965849,28.996333333333332,4.800000000000001
2026-04-28,North Mandi,Vegetable,Onion,31.23,38.17,34.7,0.12,2026,4,1,28,0,24.01,31.72,31.57,34.11,24.44,7.716447801071864,28.750999999999998,6.940000000000001
2026-04-29,North Mandi,Vegetable,Onion,12.95,15.83,14.39,2.26,2026,4,2,29,0,34.7,10.38,29.38,27.06,24.88714285714286,8.26934643585517,28.967666666666666,2.880000000000001
2026-04-30,North Mandi,Vegetable,Onion,36.76,44.92,40.84,0.04,2026,4,3,30,0,14.39,24.01,25.12,40.29,22.745714285714286,8.833617335955608,28.924,8.160000000000004
2026-05-01,North Mandi,Vegetable,Onion,29.29,35.79,32.54,1.14,2026,5,4,1,0,40.84,34.7,18.9,26.66,24.991428571428575,11.215020327773868,29.549,6.5
2026-05-02,North Mandi,Vegetable,Onion,10.84,13.26,12.05,0.75,2026,5,5,2,1,32.54,14.39,31.72,39.99,26.94,11.165101880412916,29.811,2.42
2026-05-03,North Mandi,Vegetable,Onion,23.65,28.91,26.28,0.01,2026,5,6,3,1,12.05,40.84,10.38,28.27,24.130000000000003,12.189804482982222,28.985666666666667,5.260000000000002
2026-05-04,North Mandi,Vegetable,Onion,28.2,34.46,31.33,5.23,2026,5,0,4,0,26.28,32.54,24.01,24.89,26.401428571428575,10.575067263098031,28.412666666666667,6.260000000000002
2026-05-05,North Mandi,Vegetable,Onion,46.88,57.3,52.09,2.73,2026,5,1,5,0,31.33,12.05,34.7,31.57,27.447142857142858,10.660749995951996,27.904000000000003,10.419999999999995
2026-05-06,North Mandi,Vegetable,Onion,25.02,30.58,27.8,0.48,2026,5,2,6,0,52.09,26.28,14.39,29.38,29.931428571428572,14.103039186136943,28.784666666666666,5.559999999999999
2026-05-07,North Mandi,Vegetable,Onion,33.14,40.5,36.82,2.0,2026,5,3,7,0,27.8,31.33,40.84,25.12,31.84714285714286,12.45452757606072,28.396,7.359999999999999
2026-05-08,North Mandi,Vegetable,Onion,29.75,36.37,33.06,0.62,2026,5,4,8,0,36.82,52.09,32.54,18.9,31.27285714285714,12.057091570642438,28.858,6.619999999999997
2026-05-09,North Mandi,Vegetable,Onion,8.41,10.27,9.34,0.22,2026,5,5,9,1,33.06,27.8,12.05,31.72,31.34714285714286,12.067796974159101,28.960333333333335,1.8599999999999994
2026-05-10,North Mandi,Vegetable,Onion,19.58,23.94,21.76,2.39,2026,5,6,10,1,9.34,36.82,26.28,10.38,30.96,12.810645312915863,27.896666666666665,4.360000000000003
2026-05-11,North Mandi,Vegetable,Onion,31.02,37.92,34.47,0.05,2026,5,0,11,0,21.76,33.06,31.33,24.01,30.314285714285713,13.194031298460747,28.095000000000002,6.900000000000002
2026-05-12,North Mandi,Vegetable,Onion,29.38,35.92,32.65,2.51,2026,5,1,12,0,34.47,9.34,52.09,34.7,30.762857142857143,13.287365821568635,28.264666666666663,6.540000000000003
2026-05-13,North Mandi,Vegetable,Onion,17.25,21.09,19.17,0.89,2026,5,2,13,0,32.65,21.76,27.8,14.39,27.985714285714288,9.609467305983298,28.391666666666666,3.84
2026-05-14,North Mandi,Vegetable,Onion,6.12,7.48,6.8,1.01,2026,5,3,14,0,19.17,34.47,36.82,40.84,26.752857142857142,10.174264452178212,28.387999999999998,1.3600000000000003
2026-05-15,North Mandi,Vegetable,Onion,24.09,29.45,26.77,0.24,2026,5,4,15,0,6.8,32.65,33.06,32.54,22.464285714285715,11.468218195143871,27.477666666666664,5.359999999999999
2026-05-16,North Mandi,Vegetable,Onion,26.96,32.96,29.96,0.74,2026,5,5,16,1,26.77,19.17,9.34,12.05,21.565714285714286,10.721770465028728,27.468,6.0
2026-05-17,North Mandi,Vegetable,Onion,17.38,21.24,19.31,5.03,2026,5,6,17,1,29.96,6.8,21.76,26.28,24.51142857142857,9.574214377816135,27.12366666666667,3.8599999999999994
2026-05-18,North Mandi,Vegetable,Onion,23.99,29.33,26.66,0.55,2026,5,0,18,0,19.31,26.77,34.47,31.33,24.16142857142857,9.734992601557602,26.878666666666668,5.34
2026-05-19,North Mandi,Vegetable,Onion,41.41,50.61,46.01,1.18,2026,5,1,19,0,26.66,29.96,32.65,52.09,23.045714285714286,8.754836486466338,26.434333333333335,9.200000000000003
2026-05-20,North Mandi,Vegetable,Onion,37.17,45.43,41.3,0.53,2026,5,2,20,0,46.01,19.31,19.17,27.8,24.954285714285714,12.038137808845773,27.025666666666666,8.259999999999998
2026-05-21,North Mandi,Vegetable,Onion,22.69,27.73,25.21,1.09,2026,5,3,21,0,41.3,26.66,6.8,36.82,28.115714285714283,13.122897110448921,27.572666666666667,5.039999999999999
2026-05-22,North Mandi,Vegetable,Onion,34.34,41.96,38.15,1.58,2026,5,4,22,0,25.21,46.01,26.77,33.06,30.745714285714286,9.477409732521602,27.360666666666667,7.619999999999997
2026-05-23,North Mandi,Vegetable,Onion,18.8,22.98,20.89,2.52,2026,5,5,23,1,38.15,41.3,29.96,9.34,32.371428571428574,9.6561231498834,27.653000000000002,4.18
2026-05-24,North Mandi,Vegetable,Onion,20.92,25.56,23.24,0.01,2026,5,6,24,1,20.89,25.21,19.31,21.76,31.07571428571428,10.596385951733504,27.512,4.639999999999997
2026-05-25,North Mandi,Vegetable,Onion,31.35,38.31,34.83,0.36,2026,5,0,25,0,23.24,38.15,26.66,34.47,31.63714285714286,9.953729140855888,27.656666666666663,6.960000000000001
2026-05-26,North Mandi,Vegetable,Onion,31.68,38.72,35.2,0.25,2026,5,1,26,0,34.83,20.89,46.01,32.65,32.80428571428571,9.749762146060885,27.760333333333335,7.039999999999999
2026-05-27,North Mandi,Vegetable,Onion,11.8,14.42,13.11,1.26,2026,5,2,27,0,35.2,23.24,41.3,19.17,31.259999999999998,8.01043070003105,28.58766666666667,2.619999999999999
2026-05-28,North Mandi,Vegetable,Onion,20.18,24.66,22.42,1.04,2026,5,3,28,0,13.11,34.83,25.21,6.8,27.232857142857142,9.129601514278919,28.224333333333334,4.48
2026-05-29,North Mandi,Vegetable,Onion,37.36,45.66,41.51,0.04,2026,5,4,29,0,22.42,35.2,38.15,26.77,26.834285714285716,9.292087776064935,27.815,8.299999999999997
2026-05-30,North Mandi,Vegetable,Onion,25.8,31.54,28.67,1.29,2026,5,5,30,1,41.51,13.11,20.89,29.96,27.314285714285713,10.031415415488254,28.719,5.739999999999998
2026-05-31,North Mandi,Vegetable,Onion,25.03,30.59,27.81,2.64,2026,5,6,31,1,28.67,22.42,23.24,19.31,28.42571428571429,9.623715251299538,28.313333333333333,5.559999999999999
2026-06-01,North Mandi,Vegetable,Onion,20.36,24.88,22.62,2.96,2026,6,0,1,0,27.81,41.51,34.83,26.66,29.07857142857143,9.36482145864944,28.15566666666667,4.52
2026-06-02,North Mandi,Vegetable,Onion,25.3,30.92,28.11,0.55,2026,6,1,2,0,22.62,28.67,35.2,46.01,27.33428571428572,9.251448277869546,28.508,5.620000000000001
2026-06-03,North Mandi,Vegetable,Onion,22.54,27.56,25.05,2.76,2026,6,2,3,0,28.11,27.81,13.11,41.3,26.321428571428573,8.612847822819571,28.569,5.02
2026-06-04,North Mandi,Vegetable,Onion,9.72,11.88,10.8,6.56,2026,6,3,4,0,25.05,22.62,22.42,25.21,28.027142857142856,6.478108556993359,28.359666666666666,2.16
2026-06-05,North Mandi,Vegetable,Onion,20.45,24.99,22.72,3.98,2026,6,4,5,0,10.8,28.11,41.51,38.15,26.367142857142856,9.108974904429367,26.983333333333334,4.539999999999999
2026-06-06,North Mandi,Vegetable,Onion,11.58,14.16,12.87,4.72,2026,6,5,6,1,22.72,25.05,28.67,20.89,23.68285714285714,6.210184415634598,26.814,2.58
2026-06-07,North Mandi,Vegetable,Onion,23.39,28.59,25.99,20.06,2026,6,6,7,1,12.87,10.8,27.81,23.24,21.425714285714285,6.925577851084272,26.015666666666668,5.199999999999999
2026-06-08,North Mandi,Vegetable,Onion,16.41,20.05,18.23,6.62,2026,6,0,8,0,25.99,22.72,22.62,34.83,21.165714285714284,6.6756044848459775,25.779999999999998,3.6400000000000006
2026-06-09,North Mandi,Vegetable,Onion,22.74,27.8,25.27,5.37,2026,6,1,9,0,18.23,12.87,28.11,35.2,20.53857142857143,6.722257628137153,26.076333333333334,5.060000000000002
2026-06-10,North Mandi,Vegetable,Onion,24.67,30.15,27.41,5.03,2026,6,2,10,0,25.27,25.99,25.05,13.11,20.132857142857144,6.258862288216421,26.19333333333333,5.479999999999997
2026-06-11,North Mandi,Vegetable,Onion,25.25,30.87,28.06,2.3,2026,6,3,11,0,27.41,18.23,10.8,22.42,20.47,6.620964179533612,25.958000000000002,5.620000000000001
2026-06-12,North Mandi,Vegetable,Onion,14.49,17.71,16.1,12.23,2026,6,4,12,0,28.06,25.27,22.72,41.51,22.935714285714283,5.546229521464314,25.805,3.2200000000000006
2026-06-13,North Mandi,Vegetable,Onion,34.51,42.17,38.34,3.87,2026,6,5,13,1,16.1,27.41,12.87,28.67,21.990000000000002,6.123503898912813,25.702666666666666,7.660000000000004
2026-06-14,North Mandi,Vegetable,Onion,25.07,30.65,27.86,2.05,2026,6,6,14,1,38.34,28.06,25.99,27.81,25.628571428571426,7.262431706096416,26.754,5.579999999999998
2026-06-15,North Mandi,Vegetable,Onion,22.57,27.59,25.08,0.33,2026,6,0,15,0,27.86,16.1,18.23,22.62,25.895714285714288,7.312165336257251,26.790333333333333,5.02
2026-06-16,North Mandi,Vegetable,Onion,13.94,17.04,15.49,15.16,2026,6,1,16,0,25.08,38.34,25.27,28.11,26.874285714285715,6.5320437259785225,26.627666666666666,3.0999999999999996
2026-06-17,North Mandi,Vegetable,Onion,25.44,31.1,28.27,0.54,2026,6,2,17,0,15.49,27.86,27.41,25.05,25.47714285714286,7.84612157753906,26.500333333333334,5.66
2026-06-18,North Mandi,Vegetable,Onion,15.15,18.51,16.83,13.62,2026,6,3,18,0,28.27,25.08,28.06,10.8,25.6,7.888052146548404,26.554,3.360000000000001
2026-06-19,North Mandi,Vegetable,Onion,14.32,17.5,15.91,6.81,2026,6,4,19,0,16.83,15.49,16.1,22.72,23.995714285714286,8.427864215689262,25.58133333333333,3.1799999999999997
2026-06-20,North Mandi,Vegetable,Onion,16.87,20.61,18.74,10.61,2026,6,5,20,1,15.91,28.27,38.34,12.87,23.96857142857143,8.457784242088149,24.735000000000003,3.7399999999999984
2026-06-21,North Mandi,Vegetable,Onion,4.5,5.5,5.0,0.17,2026,6,6,21,1,18.74,16.83,27.86,25.99,21.16857142857143,5.70269944433173,24.519333333333336,1.0
2026-06-22,North Mandi,Vegetable,Onion,26.21,32.03,29.12,5.86,2026,6,0,22,0,5.0,15.91,25.08,18.23,17.90285714285714,7.495753718574568,23.414333333333335,5.82
2026-06-23,North Mandi,Vegetable,Onion,23.68,28.94,26.31,13.37,2026,6,1,23,0,29.12,18.74,15.49,25.27,18.479999999999997,8.257311911269952,23.68866666666667,5.260000000000002
2026-06-24,North Mandi,Vegetable,Onion,13.3,16.26,14.78,17.39,2026,6,2,24,0,26.31,5.0,28.27,27.41,20.025714285714287,8.609523519806178,23.791,2.960000000000001
2026-06-25,North Mandi,Vegetable,Onion,26.33,32.19,29.26,6.94,2026,6,3,25,0,14.78,29.12,16.83,28.06,18.098571428571425,7.940355635552369,23.122666666666664,5.859999999999999
2026-06-26,North Mandi,Vegetable,Onion,19.48,23.8,21.64,1.79,2026,6,4,26,0,29.26,26.31,15.91,16.1,19.874285714285715,8.936736647387706,22.924666666666667,4.32
2026-06-27,North Mandi,Vegetable,Onion,31.36,38.32,34.84,9.32,2026,6,5,27,1,21.64,14.78,18.74,38.34,20.692857142857143,8.77404641406637,23.209,6.960000000000001
2026-06-28,North Mandi,Vegetable,Onion,30.27,36.99,33.63,1.24,2026,6,6,28,1,34.84,29.26,5.0,27.86,22.99285714285714,10.175144084623934,23.622999999999998,6.720000000000002
2026-06-29,North Mandi,Vegetable,Onion,9.03,11.03,10.03,0.89,2026,6,0,29,0,33.63,21.64,29.12,25.08,27.082857142857144,6.994170702057807,23.360333333333333,2.0
2026-06-30,North Mandi,Vegetable,Onion,27.14,33.18,30.16,4.68,2026,6,1,30,0,10.03,34.84,26.31,15.49,24.35571428571429,9.381714230606372,22.739,6.039999999999999
2026-07-01,North Mandi,Vegetable,Onion,11.03,13.49,12.26,3.84,2026,7,2,1,0,30.16,33.63,14.78,28.27,24.905714285714286,9.625074644113782,22.817333333333334,2.460000000000001
2026-07-02,North Mandi,Vegetable,Onion,18.91,23.11,21.01,3.11,2026,7,3,2,0,12.26,10.03,29.26,16.83,24.545714285714286,10.102220642252973,22.471999999999998,4.199999999999999
2026-07-03,North Mandi,Vegetable,Onion,28.26,34.54,31.4,2.76,2026,7,4,3,0,21.01,30.16,21.64,15.91,23.367142857142856,9.940512586189442,22.235333333333333,6.279999999999998
2026-07-04,North Mandi,Vegetable,Onion,17.29,21.13,19.21,1.58,2026,7,5,4,1,31.4,12.26,34.84,18.74,24.761428571428574,10.334555995254357,22.447,3.84
2026-07-05,North Mandi,Vegetable,Onion,7.35,8.99,8.17,1.81,2026,7,6,5,1,19.21,21.01,33.63,5.0,22.528571428571432,9.444217681684805,22.727333333333334,1.6400000000000006
2026-07-06,North Mandi,Vegetable,Onion,22.1,27.02,24.56,11.61,2026,7,0,6,0,8.17,31.4,10.03,29.12,18.89142857142857,9.358460394337389,22.24233333333333,4.919999999999998
2026-07-07,North Mandi,Vegetable,Onion,23.22,28.38,25.8,2.1,2026,7,1,7,0,24.56,19.21,30.16,26.31,20.967142857142857,8.649974401283368,22.632,5.16
2026-07-08,North Mandi,Vegetable,Onion,15.14,18.5,16.82,2.31,2026,7,2,8,0,25.8,8.17,12.26,14.78,20.344285714285714,8.011081610583494,22.625666666666667,3.3599999999999994
2026-07-09,North Mandi,Vegetable,Onion,14.74,18.02,16.38,8.76,2026,7,3,9,0,16.82,24.56,21.01,29.26,20.995714285714286,7.406742102397583,22.578666666666667,3.2799999999999994
2026-07-10,North Mandi,Vegetable,Onion,23.72,29.0,26.36,9.85,2026,7,4,10,0,16.38,25.8,31.4,21.64,20.334285714285716,7.609217780961173,22.282333333333334,5.280000000000001
2026-07-11,North Mandi,Vegetable,Onion,20.64,25.22,22.93,8.9,2026,7,5,11,1,26.36,16.82,19.21,34.84,19.61428571428571,6.5527547823870025,22.247333333333337,4.579999999999998
2026-07-12,North Mandi,Vegetable,Onion,12.08,14.76,13.42,7.76,2026,7,6,12,1,22.93,16.38,8.17,33.63,20.145714285714284,6.664397590037355,22.07633333333333,2.6799999999999997
2026-07-13,North Mandi,Vegetable,Onion,21.44,26.2,23.82,1.37,2026,7,0,13,0,13.42,26.36,24.56,10.03,20.895714285714288,5.233946430571835,21.987000000000002,4.759999999999998
2026-07-14,North Mandi,Vegetable,Onion,8.31,10.15,9.23,14.71,2026,7,1,14,0,23.82,22.93,25.8,30.16,20.79,5.15447055153748,21.503,1.8399999999999999
2026-07-15,North Mandi,Vegetable,Onion,17.63,21.55,19.59,0.89,2026,7,2,15,0,9.23,13.42,16.82,12.26,18.422857142857143,6.174157740900729,20.882,3.9200000000000017
2026-07-16,North Mandi,Vegetable,Onion,14.85,18.15,16.5,2.13,2026,7,3,16,0,19.59,23.82,16.38,21.01,18.81857142857143,6.142994461366665,20.699,3.299999999999999
2026-07-17,North Mandi,Vegetable,Onion,27.62,33.76,30.69,0.39,2026,7,4,17,0,16.5,9.23,26.36,31.4,18.83571428571429,6.1352176194570145,20.732666666666667,6.139999999999997
2026-07-18,North Mandi,Vegetable,Onion,15.26,18.64,16.95,1.36,2026,7,5,18,1,30.69,19.59,22.93,19.21,19.454285714285714,7.153975251897537,20.813333333333333,3.380000000000001
2026-07-19,North Mandi,Vegetable,Onion,23.26,28.44,25.85,10.97,2026,7,6,19,1,16.95,16.5,13.42,8.17,18.599999999999998,7.025648250043116,20.817333333333337,5.18
2026-07-20,North Mandi,Vegetable,Onion,19.95,24.39,22.17,2.12,2026,7,0,20,0,25.85,30.69,23.82,24.56,20.375714285714285,7.068903397139877,21.148666666666664,4.440000000000001
